Level2
waterpickup,-50.167725,-1330.6465
waterpickup,-50.103825,-1329.5829
waterpickup,-50.09755,-1328.5559
waterpickup,-50.092777,-1327.5433
waterpickup,-50.09238,-1326.5364
waterpickup,-50.091614,-1325.5326
waterpickup,-50.09123,-1324.5304
waterpickup,-50.091335,-1323.5289
waterpickup,-50.091267,-1322.5282
waterpickup,-50.09115,-1321.5278
waterpickup,-50.09117,-1320.5277
waterpickup,-50.09119,-1319.5275
waterpickup,-50.09108,-1318.5273
waterpickup,-50.091057,-1317.5272
waterpickup,-50.091343,-1316.5271
waterpickup,-50.09089,-1315.5272
waterpickup,-50.0912,-1314.5271
waterpickup,-50.091106,-1313.5271
waterpickup,-50.091267,-1312.5272
waterpickup,-50.091022,-1311.5272
waterpickup,-50.091167,-1310.5272
waterpickup,-50.090954,-1309.5272
waterpickup,-50.09131,-1308.5271
waterpickup,-50.091164,-1307.5273
waterpickup,-50.090935,-1306.5273
waterpickup,-50.091183,-1305.5272
waterpickup,-50.091103,-1304.5272
waterpickup,-50.091137,-1303.5272
waterpickup,-50.09107,-1302.5272
waterpickup,-50.09116,-1301.5272
waterpickup,-50.091026,-1300.5273
waterpickup,-50.09135,-1299.5272
waterpickup,-50.09088,-1298.5273
waterpickup,-50.09132,-1297.5272
waterpickup,-50.09102,-1296.5273
waterpickup,-50.091106,-1295.5273
waterpickup,-50.091114,-1294.5273
waterpickup,-50.091133,-1293.5273
waterpickup,-50.09112,-1292.5273
waterpickup,-50.09112,-1291.5273
waterpickup,-50.09113,-1290.5273
waterpickup,-50.091114,-1289.5273
waterpickup,-50.09113,-1288.5273
waterpickup,-50.091125,-1287.5273
waterpickup,-50.09107,-1286.5273
waterpickup,-50.091103,-1285.5273
waterpickup,-50.091125,-1284.5272
waterpickup,-50.09113,-1283.5272
waterpickup,-50.091125,-1282.5272
waterpickup,-50.09111,-1281.5272
waterpickup,-50.09113,-1280.5272
waterpickup,-50.0911,-1279.5272
waterpickup,-50.091072,-1278.5272
waterpickup,-50.091297,-1277.5271
waterpickup,-50.090996,-1276.5272
waterpickup,-50.091118,-1275.5272
waterpickup,-50.09112,-1274.5272
waterpickup,-50.09109,-1273.5272
waterpickup,-50.09112,-1272.5272
waterpickup,-50.09112,-1271.5271
waterpickup,-50.091133,-1270.5271
waterpickup,-50.091114,-1269.5271
waterpickup,-50.091103,-1268.5271
waterpickup,-50.09119,-1267.5271
waterpickup,-50.091084,-1266.5271
waterpickup,-50.091118,-1265.5271
waterpickup,-50.091106,-1264.5271
waterpickup,-50.09113,-1263.5271
waterpickup,-50.09112,-1262.5271
waterpickup,-50.091084,-1261.5271
waterpickup,-50.09112,-1260.5271
waterpickup,-50.09112,-1259.5271
waterpickup,-50.091084,-1258.5271
waterpickup,-50.09115,-1257.527
waterpickup,-50.09113,-1256.527
waterpickup,-50.091125,-1255.527
waterpickup,-50.091278,-1254.5271
waterpickup,-50.090946,-1253.5271
waterpickup,-50.091133,-1252.527
waterpickup,-50.09102,-1251.527
waterpickup,-50.091194,-1250.5269
waterpickup,-50.09115,-1249.5269
waterpickup,-50.0911,-1248.527
waterpickup,-50.091118,-1247.527
waterpickup,-50.09116,-1246.527
waterpickup,-50.091114,-1245.527
waterpickup,-50.091106,-1244.527
waterpickup,-50.09113,-1243.527
waterpickup,-50.09104,-1242.527
waterpickup,-50.091164,-1241.5269
waterpickup,-50.091125,-1240.5269
waterpickup,-50.091133,-1239.5269
waterpickup,-50.091114,-1238.5269
waterpickup,-50.091114,-1237.5269
waterpickup,-50.09107,-1236.5269
waterpickup,-50.09123,-1235.5269
waterpickup,-50.09109,-1234.5269
waterpickup,-50.091152,-1233.5269
waterpickup,-50.091076,-1232.5269
waterpickup,-50.091167,-1231.5269
waterpickup,-50.091072,-1230.5269
waterpickup,-50.09116,-1229.5267
waterpickup,-50.091145,-1228.5267
waterpickup,-50.091034,-1227.5269
waterpickup,-50.09111,-1226.5269
waterpickup,-50.091324,-1225.5269
waterpickup,-50.09094,-1224.5269
waterpickup,-50.09115,-1223.5269
waterpickup,-50.091118,-1222.5269
waterpickup,-50.091087,-1221.5269
waterpickup,-50.091206,-1220.5269
waterpickup,-50.09106,-1219.5269
waterpickup,-50.091133,-1218.5269
waterpickup,-50.091118,-1217.5269
waterpickup,-50.09112,-1216.5269
waterpickup,-50.09112,-1215.5269
waterpickup,-50.091198,-1214.5269
waterpickup,-50.091057,-1213.527
waterpickup,-50.09113,-1212.527
waterpickup,-50.091087,-1211.527
waterpickup,-50.091145,-1210.5269
waterpickup,-50.091045,-1209.527
waterpickup,-50.091312,-1208.5269
waterpickup,-50.090992,-1207.527
waterpickup,-50.09114,-1206.527
waterpickup,-50.091125,-1205.527
waterpickup,-50.09108,-1204.527
waterpickup,-50.091152,-1203.527
waterpickup,-50.09112,-1202.527
waterpickup,-50.091133,-1201.527
waterpickup,-50.091125,-1200.527
waterpickup,-50.09108,-1199.527
waterpickup,-50.091152,-1198.527
waterpickup,-50.09112,-1197.527
waterpickup,-50.09123,-1196.5271
waterpickup,-50.091064,-1195.5271
waterpickup,-50.091045,-1194.5271
waterpickup,-50.091133,-1193.5271
waterpickup,-50.091187,-1192.527
waterpickup,-50.091026,-1191.5271
waterpickup,-50.091133,-1190.5271
waterpickup,-50.091232,-1189.527
waterpickup,-50.091022,-1188.5271
waterpickup,-50.09113,-1187.5271
waterpickup,-50.09115,-1186.5272
waterpickup,-50.091125,-1185.5271
waterpickup,-50.09108,-1184.5271
waterpickup,-50.091152,-1183.5271
waterpickup,-50.09113,-1182.5271
waterpickup,-50.091125,-1181.5271
waterpickup,-50.09113,-1180.5271
waterpickup,-50.091118,-1179.5271
waterpickup,-50.09127,-1178.5272
waterpickup,-50.090996,-1177.5272
waterpickup,-50.091106,-1176.5272
waterpickup,-50.091145,-1175.5272
waterpickup,-50.091087,-1174.5272
waterpickup,-50.0911,-1173.5271
waterpickup,-50.091328,-1172.5272
waterpickup,-50.090958,-1171.5272
waterpickup,-50.09117,-1170.5271
waterpickup,-50.09103,-1169.5272
waterpickup,-50.091232,-1168.5271
waterpickup,-50.091053,-1167.5272
waterpickup,-50.091038,-1166.5273
waterpickup,-50.091084,-1165.5272
waterpickup,-50.091183,-1164.5272
waterpickup,-50.091156,-1163.5272
waterpickup,-50.091015,-1162.5272
waterpickup,-50.09116,-1161.5272
waterpickup,-50.091152,-1160.5272
waterpickup,-50.091244,-1159.5273
waterpickup,-50.090984,-1158.5273
waterpickup,-50.091164,-1157.5272
waterpickup,-50.091213,-1156.5273
waterpickup,-50.09103,-1155.5273
waterpickup,-50.091118,-1154.5273
waterpickup,-50.091084,-1153.5273
waterpickup,-50.09125,-1152.5272
waterpickup,-50.091015,-1151.5273
waterpickup,-50.09106,-1150.5273
waterpickup,-50.091118,-1149.5272
waterpickup,-50.091312,-1148.5273
waterpickup,-50.09106,-1147.5273
waterpickup,-50.091152,-1146.5275
waterpickup,-50.091038,-1145.5275
waterpickup,-50.091156,-1144.5273
waterpickup,-50.09115,-1143.5273
waterpickup,-50.091076,-1142.5273
waterpickup,-50.091263,-1141.5273
waterpickup,-50.091053,-1140.5273
waterpickup,-50.091034,-1139.5273
waterpickup,-50.091137,-1138.5273
waterpickup,-50.091007,-1137.5275
waterpickup,-50.091183,-1136.5273
waterpickup,-50.0912,-1135.5273
waterpickup,-50.09101,-1134.5275
waterpickup,-50.091198,-1133.5275
waterpickup,-50.091,-1132.5275
waterpickup,-50.091164,-1131.5273
waterpickup,-50.091255,-1130.5273
waterpickup,-50.09097,-1129.5275
waterpickup,-50.091125,-1128.5275
waterpickup,-50.091244,-1127.5275
waterpickup,-50.091076,-1126.5276
waterpickup,-50.09108,-1125.5275
waterpickup,-50.091133,-1124.5275
waterpickup,-50.09116,-1123.5275
waterpickup,-50.091053,-1122.5275
waterpickup,-50.091183,-1121.5275
waterpickup,-50.091095,-1120.5275
waterpickup,-50.091137,-1119.5275
waterpickup,-50.09116,-1118.5275
waterpickup,-50.091022,-1117.5276
waterpickup,-50.09108,-1116.5275
waterpickup,-50.091206,-1115.5275
waterpickup,-50.0911,-1114.5275
waterpickup,-50.091267,-1113.5276
waterpickup,-50.091057,-1112.5276
waterpickup,-50.091064,-1111.5276
waterpickup,-50.091034,-1110.5276
waterpickup,-50.091183,-1109.5275
waterpickup,-50.091267,-1108.5275
waterpickup,-50.091034,-1107.5276
waterpickup,-50.091118,-1106.5276
waterpickup,-50.091198,-1105.5276
waterpickup,-50.090927,-1104.5276
waterpickup,-50.091347,-1103.5276
waterpickup,-50.091045,-1102.5276
waterpickup,-50.091312,-1101.5277
waterpickup,-50.0908,-1100.5277
waterpickup,-50.09127,-1099.5276
waterpickup,-50.09105,-1098.5276
waterpickup,-50.09112,-1097.5276
waterpickup,-50.09113,-1096.5276
waterpickup,-50.091053,-1095.5276
waterpickup,-50.091217,-1094.5276
waterpickup,-50.0911,-1093.5276
waterpickup,-50.09123,-1092.5276
waterpickup,-50.090946,-1091.5277
waterpickup,-50.091164,-1090.5276
waterpickup,-50.091164,-1089.5276
waterpickup,-50.091007,-1088.5277
waterpickup,-50.091274,-1087.5276
waterpickup,-50.09103,-1086.5277
waterpickup,-50.091007,-1085.5277
waterpickup,-50.091232,-1084.5276
waterpickup,-50.09102,-1083.5277
waterpickup,-50.091087,-1082.5277
waterpickup,-50.091133,-1081.5276
waterpickup,-50.091236,-1080.5276
waterpickup,-50.09101,-1079.5277
waterpickup,-50.091145,-1078.5277
waterpickup,-50.091152,-1077.5277
waterpickup,-50.09113,-1076.5277
waterpickup,-50.09121,-1075.5277
waterpickup,-50.090942,-1074.5278
waterpickup,-50.091152,-1073.5277
waterpickup,-50.09112,-1072.5277
waterpickup,-50.091087,-1071.5277
waterpickup,-50.09115,-1070.5277
waterpickup,-50.091133,-1069.5277
waterpickup,-50.09114,-1068.5277
waterpickup,-50.091133,-1067.5277
waterpickup,-50.091103,-1066.5277
waterpickup,-50.091125,-1065.5277
waterpickup,-50.091198,-1064.5277
waterpickup,-50.09102,-1063.5278
waterpickup,-50.091145,-1062.5278
waterpickup,-50.091053,-1061.5278
waterpickup,-50.09113,-1060.5278
waterpickup,-50.09119,-1059.5277
waterpickup,-50.09097,-1058.5278
waterpickup,-50.091217,-1057.5277
waterpickup,-50.091095,-1056.5277
waterpickup,-50.09107,-1055.5277
waterpickup,-50.091213,-1054.5277
waterpickup,-50.09104,-1053.5278
waterpickup,-50.091095,-1052.5278
waterpickup,-50.091145,-1051.5278
waterpickup,-50.09113,-1050.5278
waterpickup,-50.09121,-1049.528
waterpickup,-50.09098,-1048.528
waterpickup,-50.091167,-1047.5278
waterpickup,-50.091125,-1046.5278
waterpickup,-50.091095,-1045.5278
waterpickup,-50.091175,-1044.5278
waterpickup,-50.091057,-1043.5278
waterpickup,-50.09111,-1042.5278
waterpickup,-50.09111,-1041.5278
waterpickup,-50.091057,-1040.5278
waterpickup,-50.09126,-1039.5278
waterpickup,-50.09108,-1038.528
waterpickup,-50.091087,-1037.528
waterpickup,-50.091103,-1036.528
waterpickup,-50.091103,-1035.528
waterpickup,-50.091156,-1034.5278
waterpickup,-50.091022,-1033.528
waterpickup,-50.091145,-1032.528
waterpickup,-50.091137,-1031.528
waterpickup,-50.09104,-1030.528
waterpickup,-50.091164,-1029.5278
waterpickup,-50.091118,-1028.528
waterpickup,-50.091038,-1027.528
waterpickup,-50.091236,-1026.5278
waterpickup,-50.090977,-1025.528
waterpickup,-50.091213,-1024.528
waterpickup,-50.091034,-1023.528
waterpickup,-50.09107,-1022.52795
waterpickup,-50.09116,-1021.52795
waterpickup,-50.091057,-1020.528
waterpickup,-50.091145,-1019.52795
waterpickup,-50.09103,-1018.52795
waterpickup,-50.091194,-1017.5279
waterpickup,-50.091026,-1016.52795
waterpickup,-50.091106,-1015.528
waterpickup,-50.091206,-1014.52795
waterpickup,-50.090996,-1013.52795
waterpickup,-50.09117,-1012.5279
waterpickup,-50.091034,-1011.52795
waterpickup,-50.09111,-1010.52795
waterpickup,-50.091084,-1009.52795
waterpickup,-50.091053,-1008.52795
waterpickup,-50.09122,-1007.52795
waterpickup,-50.09107,-1006.52795
waterpickup,-50.091114,-1005.52795
waterpickup,-50.09102,-1004.528
waterpickup,-50.09113,-1003.52795
waterpickup,-50.091087,-1002.52795
waterpickup,-50.091064,-1001.52795
waterpickup,-50.091164,-1000.5279
waterpickup,-50.091103,-999.52795
waterpickup,-50.091007,-998.528
waterpickup,-50.09112,-997.52795
waterpickup,-50.09109,-996.52795
waterpickup,-50.091087,-995.52795
waterpickup,-50.091095,-994.52795
waterpickup,-50.091114,-993.52795
waterpickup,-50.091064,-992.52795
waterpickup,-50.091118,-991.52795
waterpickup,-50.091152,-990.52795
waterpickup,-50.091103,-989.52795
waterpickup,-50.0911,-988.52795
waterpickup,-50.09101,-987.528
waterpickup,-50.091133,-986.52795
waterpickup,-50.091103,-985.52795
waterpickup,-50.09106,-984.52795
waterpickup,-50.091125,-983.52795
waterpickup,-50.091106,-982.52795
waterpickup,-50.091087,-981.52795
waterpickup,-50.091137,-980.52795
waterpickup,-50.091057,-979.52795
waterpickup,-50.091125,-978.52795
waterpickup,-50.09109,-977.52795
waterpickup,-50.0911,-976.52795
waterpickup,-50.091145,-975.52795
waterpickup,-50.091053,-974.52795
waterpickup,-50.09113,-973.52795
waterpickup,-50.091087,-972.52795
waterpickup,-50.091038,-971.52795
waterpickup,-50.09121,-970.52795
waterpickup,-50.091064,-969.528
waterpickup,-50.09109,-968.52795
waterpickup,-50.091175,-967.5279
waterpickup,-50.09103,-966.528
waterpickup,-50.09111,-965.52795
waterpickup,-50.091087,-964.52795
waterpickup,-50.09116,-963.52795
waterpickup,-50.09116,-962.528
waterpickup,-50.09101,-961.528
waterpickup,-50.09115,-960.52795
waterpickup,-50.091114,-959.52795
waterpickup,-50.091084,-958.52795
waterpickup,-50.091175,-957.528
waterpickup,-50.09101,-956.528
waterpickup,-50.091125,-955.52795
waterpickup,-50.091072,-954.52795
waterpickup,-50.09105,-953.52795
waterpickup,-50.091217,-952.5279
waterpickup,-50.09107,-951.52795
waterpickup,-50.09106,-950.52795
waterpickup,-50.09118,-949.52795
waterpickup,-50.091076,-948.52795
waterpickup,-50.091156,-947.528
waterpickup,-50.090992,-946.528
waterpickup,-50.09117,-945.52795
waterpickup,-50.091133,-944.528
waterpickup,-50.091038,-943.528
waterpickup,-50.091225,-942.528
waterpickup,-50.09104,-941.528
waterpickup,-50.091053,-940.52795
waterpickup,-50.091206,-939.52795
waterpickup,-50.090992,-938.528
waterpickup,-50.091156,-937.52795
waterpickup,-50.091034,-936.52795
waterpickup,-50.091187,-935.5279
waterpickup,-50.09103,-934.52795
waterpickup,-50.091106,-933.528
waterpickup,-50.091206,-932.52795
waterpickup,-50.090996,-931.52795
waterpickup,-50.09117,-930.5279
waterpickup,-50.091034,-929.52795
waterpickup,-50.09111,-928.52795
waterpickup,-50.091084,-927.52795
waterpickup,-50.091053,-926.52795
waterpickup,-50.09122,-925.52795
waterpickup,-50.09107,-924.52795
waterpickup,-50.091114,-923.52795
waterpickup,-50.09102,-922.528
waterpickup,-50.09113,-921.52795
waterpickup,-50.091087,-920.52795
waterpickup,-50.091064,-919.52795
waterpickup,-50.091164,-918.5279
